Title: The Pan-STARRS1 distant z > 5.6 Quasar survey: more 
       than 100 quasars within the first Gyr of the Universe 
Authors: Banados E., Venemans B.P., Decarli R., Farina E.P., Mazzucchelli C., 
         Walter F., Fan X., Stern D., Schlafly E., Chambers K.C., Rix H.-W., 
         Jiang L., McGreer I., Simcoe R., Wang F., Yang J., Morganson E., 
         De Rosa G., Greiner J., Balokovic M., Burgett W.S., Cooper T., 
         Draper P.W., Flewelling H., Hodapp K.W., Jun H.D., Kaiser N., 
         Kudritzki R.-P., Magnier E.A., Metcalfe N., Miller D., Schindler J., 
         Tonry J.L., Wainscoat R.J., Waters C., Yang Q. 
Table: PS1 distant quasar sample arithmetic median composite spectra
================================================================================
Byte-by-byte Description of file: datafile6.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  6 F6.1   0.1nm   Wave         Wavelength in Angstroms
   8- 27 F20.18 --      FluxD        Flux density PS1 composite spectrum
  29- 31 I3     --      N            Number of quasars per wavelength bin
  33- 55 F23.20 --      FluxD(hlya)  Flux density strong lya composite spectrum
  57- 78 F22.19 --      FluxD(llya)  Flux density weak lya composite spectrum
--------------------------------------------------------------------------------
1367.5 0.9331786808204927   110 0.7548197706669382      1.0011610194890996     
1368.0 0.945035649590594    110 0.7561750019678424      1.004155664447762      
1368.5 0.851261522217263    110 0.6667625101492647      0.9768289678983786     
1369.0 0.9228119481436265   110 0.6701923801087973      0.9077151034147274     
1369.5 0.9495846570035431   110 0.6984320407721868      0.9154634705261415     
1370.0 0.9297186796825568   107 0.7077601294882183      0.9395538587848982     
1370.5 0.9497737343544181   108 0.7700021380303236      0.9871535561113893     
1371.0 0.9235804300514427   108 1.0103944892776147      0.9488868269075492     
1371.5 0.929091919032297    108 0.8583408655408757      1.0301517658594543     
1372.0 0.9313565953699408   108 0.8334547192326245      0.9422464639583363     
1372.5 0.9718797757472515   108 0.6668866736989127      0.8682752818296939     
1373.0 0.9277589762566447   108 0.6672393282351721      0.9794585516732047     
1373.5 0.9231192026612547   108 0.7563149968027489      0.9292530409856055     
1374.0 0.9082030170072977   108 0.7402341633481035      0.8790808639085157     
1374.5 0.9455148587102602   107 0.9283032063466035      0.9423768159356395     
1375.0 0.9325453550352828   107 0.6338561526037808      1.0104939941425322     
1375.5 0.9655209929541119   106 0.8422975953347263      1.0540058341050909     
1376.0 0.9703277995197566   106 0.9421196117423091      1.057261951133103      
1376.5 0.9366950594466616   105 0.8900556127598451      1.0090850880924627     
1377.0 0.979810345456563    105 0.8547719618505749      0.9773059439428957     
1377.5 0.8948735651113638   105 0.6424951243673411      0.8834658964416211     
1378.0 0.9683126108700194   104 0.7718136108987623      0.9851388544633255     
1378.5 0.9603185341742362   104 0.767005975403368       0.9468712845861426     
1379.0 0.9437911904051708   104 0.934877307690603       0.9631826162879044     
1379.5 0.9474945966994857   104 0.7493780756612901      0.931536866712902      
1380.0 0.9844625093889032   104 0.8320574572317603      0.8654164057002778     
1380.5 0.9401704884612929   103 0.7027448105078566      0.8622358744362195     
1381.0 1.021635218066585    103 0.9341131272547687      1.0675384709798232     
1381.5 0.9657595203054324   103 0.9561472489248379      0.8530153754809894     
1382.0 0.938635366118765    103 0.9051163043648174      0.8831710191529794     
1382.5 0.9864366600957599   103 0.8886429599905198      0.978311856021606      
1383.0 1.015835489220997    103 0.9622500423880971      0.9302648549317452     
1383.5 1.0500635054606045   103 0.9863253492009163      1.0448230071361508     
1384.0 1.0086157634836352   103 0.930787095502811       1.0505580097145923     
1384.5 0.9591377657122582   103 0.925527738399301       1.0002121453312411     
1385.0 1.0049036608547488   103 0.7852353509107485      0.9534304780466196     
1385.5 1.0219092385131683   103 0.7792900659811997      0.9894321033969884     
1386.0 1.0231755710777017   103 0.6927754710783236      1.0515723040503548     
1386.5 0.9829979194372358   103 0.9174162579170237      0.9905288287870107     
1387.0 1.0466973055647528   101 1.093407215759683       1.090880638174543      
1387.5 1.0443509596618168   101 0.9971375489209648      0.9666055091135843     
1388.0 1.0166238482111551   101 0.7768689587254902      1.0125071827909178     
1388.5 1.0464508547232498   101 1.0844013344473016      1.0561817188104816     
1389.0 1.063988060632125    101 1.0464619568972655      1.103380091365231      
1389.5 1.020089949496317    101 1.1459890005467999      0.9812091948548118     
1390.0 1.0840111673254302   101 1.0412999619151448      1.009972603124082      
1390.5 1.0266666744965762   101 0.9859916612444622      1.0270299678472028     
1391.0 1.022641391913468    101 0.9201247388757173      0.9018918161214348     
1391.5 1.0446771890564288   101 0.8922530716530535      0.9803530045220701     
1392.0 1.0408852608986066   101 0.9264781263223467      0.9472596204575592     
1392.5 1.045408358477308    100 0.6147736821507015      0.8966062242313293     
1393.0 1.0236985383281143   100 0.6214189999871864      0.8343533723721941     
1393.5 1.0010178041663687   100 1.0353001442830472      0.9238898975489498     
1394.0 1.060577378928412    100 0.8288057914123859      1.0636881160298888     
1394.5 1.0055270381192694   100 0.9644347785036702      0.9450393449181351     
1395.0 1.0587813160035515   100 0.8953696706248311      1.0457506261143905     
1395.5 1.012740683908615    100 1.017594691512573       0.9502434507338232     
1396.0 1.0606561556351222   99  0.8595889916840735      0.8283111303461107     
1396.5 1.0423597171869836   99  0.9459764371281396      0.859480961134139      
1397.0 1.0752008651146734   99  0.9556821793402412      0.9121713630985999     
1397.5 1.0804056605599894   99  1.0199935812439904      0.8472684911953225     
1398.0 1.0473882954158071   97  0.9983225990274612      0.7351688512496387     
1398.5 1.0675100261449901   97  0.9588819805184714      0.8958873180881689     
1399.0 1.0923925500195037   98  0.9963406057543022      0.8344440946529669     
1399.5 0.9603370403445202   97  0.9215725885447152      0.9025342104253682     
1400.0 1.0326671666419975   96  0.9510179701345431      0.8145741602101149     
1400.5 1.0132308384536781   96  1.108386822839826       0.8604086227209639     
1401.0 1.0344001417570887   96  0.7837120081884714      0.9922212473624337     
1401.5 0.9993703203840756   96  0.6476030213358814      0.8932386054914374     
1402.0 0.9924435220879895   96  0.8068760598451878      0.8071911075914463     
1402.5 1.001676414095331    96  0.950636477821617       0.8967264300239826     
1403.0 0.9718647942438398   96  0.9269412081719718      0.9665292203139382     
1403.5 0.9541439187524315   95  0.7107131091632233      0.8926040644487141     
1404.0 0.9128839961164814   95  0.8226322162553209      0.8310767467043911     
1404.5 0.9792043396558757   95  0.7854157836227939      0.8555376196619255     
1405.0 0.9390649374615381   94  0.7836594117106422      0.9257237219866667     
1405.5 0.9407581776750542   94  0.9777065338534972      0.8954297522280955     
1406.0 0.9492485958978925   94  1.2554847733811838      1.0321801266492385     
1406.5 0.9920959649652517   92  0.6556586362221624      0.9700946443625431     
1407.0 0.9306372966535362   92  0.8450598930036806      0.9474009288304495     
1407.5 0.9400502059337769   93  0.7492238317887537      0.8407140715760275     
1408.0 0.9252886661366353   92  0.8024246729617669      0.6950303509297795     
1408.5 0.9214267743365107   92  1.977723597464985       0.7178672054005959     
1409.0 0.857414201636116    91  0.7051416910724427      0.8446574897195469     
1409.5 0.9072937533632494   91  0.6345367867127923      0.8840673210857202     
1410.0 0.8867828561607525   91  0.633202340088944       0.8108113625228432     
1410.5 0.935655622450962    90  0.6341214078717142      1.0342023177017934     
1411.0 0.9185775344941589   88  0.7408927141619835      0.9053649256685137     
1411.5 0.9228430499763305   88  0.801580714640764       0.7667805050502636     
1412.0 0.9362530695275274   87  0.7900274734431728      0.7867723108113236     
1412.5 0.9274757494327875   87  0.5410285215636805      0.8673827777258926     
1413.0 0.9455791676761489   87  0.6451472212963144      0.957328272962362      
1413.5 0.8868194589962959   87  0.67610974414949        0.8859781699250785     
1414.0 0.902591337155281    87  0.9248017756748679      0.8630599811534088     
1414.5 0.9089422066625709   87  0.7238952466249806      0.7951880830230547     
1415.0 0.8794021361480939   87  0.7672590422930882      0.7908958201882944     
1415.5 0.8621928278844028   87  0.3767024123974047      0.8055380847596585     
1416.0 0.8042199806425931   86  0.2939143551200397      0.7809772356064641     
1416.5 0.8211658097810363   86  0.7258641740570748      0.9008862161048399     
1417.0 0.8105751398110319   85  0.6364184413585814      0.7005977693672344     
1417.5 0.8780806450745736   85  0.9858449559607468      0.8866168032546898     
1418.0 0.8774498572302399   85  0.9616535243184747      0.9014990112473603     
1418.5 0.8766256801771162   84  0.6874470880953533      0.9651444039145867     
1419.0 0.8535707503110291   84  0.5036913356161289      0.9207026149823407     
1419.5 0.8840546469922577   84  0.46315468001538873     0.8806632813078796     
1420.0 0.8127522043131652   83  0.4570790420603701      0.7782417221791997     
1420.5 0.8194070852826433   83  0.6755475193531566      0.9187138233812289     
1421.0 0.8637094512616244   82  0.6562880675472531      0.9658410838269199     
1421.5 0.7834969591298302   82  0.5383355202047446      0.9498073112609701     
1422.0 0.8425309765492967   82  0.6931857149697127      0.8733043942277916     
1422.5 0.8419420307940081   82  0.6603931523220272      0.9389533191547855     
1423.0 0.8217362943240859   82  0.4720801437807238      0.8328573345580503     
1423.5 0.8267722289051076   82  0.6882478384693238      0.8156492321602737     
1424.0 0.8251219824264693   82  0.664024400198682       0.9433056308907821     
1424.5 0.8794345102635845   79  0.45806069469031224     0.8827620810820881     
1425.0 0.8507169584336999   79  1.0380393457759598      0.9771845839440396     
1425.5 0.8510836844881138   79  0.8368536703072429      0.820763419647815      
1426.0 0.8164450631466279   79  0.7231873667597623      0.9268572313492682     
1426.5 0.8744585451819017   77  0.7745031449075879      0.8645324090755886     
1427.0 0.8207164495945535   76  0.7296394979064083      0.7928423781208715     
1427.5 0.8309378074098763   76  0.3911616835098133      0.7508074884168592     
1428.0 0.7835902896275954   76  0.49408822479782877     0.7006739973603844     
1428.5 0.8574304685919798   75  0.45325138217644756     0.8835835903590156     
1429.0 0.7706488054993987   75  0.47525551417517575     0.8478908409880148     
1429.5 0.8042636512531014   74  0.8345504586831856      0.8198414153226192     
1430.0 0.7778911441149337   74  0.5770157603693813      0.6673450196071147     
1430.5 0.8091649770913527   73  0.4247507674132647      0.7812168274232769     
1431.0 0.7555902868820318   73  0.14946571981238427     0.908121674516488      
1431.5 0.753248074649236    73  0.3489702694591134      0.9623096149116468     
1432.0 0.7623085726586124   73  0.5964025273957915      0.8054411406026922     
1432.5 0.7437773202627839   73  0.5059937577978316      0.6455064635751581     
1433.0 0.7499966892827601   72  0.30862475322756605     0.6464361073717906     
1433.5 0.8103736841626583   70  0.39111144199024084     0.8070552701658894     
1434.0 0.762353537469334    70  0.9451204950891177      0.7062888928494175     
1434.5 0.7500436332613658   70  0.5621346295031274      0.7108759368644498     
1435.0 0.8124581709074978   70  0.4080108422968369      0.8668900244780475     
1435.5 0.8065302559247086   70  0.6067248329879447      0.8555440267700883     
1436.0 0.7963213709894021   69  0.4595552060288101      1.0669437777130586     
1436.5 0.8142256186617542   67  0.3212259249813188      0.8313638112868211     
1437.0 0.757191857278303    67  0.5352558915733403      0.8184334699756839     
1437.5 0.7263516716063197   67  0.3317052190105697      0.7154960557520885     
1438.0 0.7837624770279203   67  0.5473824363529487      0.7327664071371399     
1438.5 0.7222603015870253   66  0.2860522819387391      0.8296763483909974     
1439.0 0.7898153378595552   65  0.32795576435603485     0.8336285412233557     
1439.5 0.694634972796931    63  0.33394591801491147     0.7301351955808696     
1440.0 0.8142328585849448   63  0.3038101203501211      0.7666914849304969     
1440.5 0.8048055212945295   63  0.8028455853311227      0.8429387824212025     
1441.0 0.7813458998511589   63  0.6171034852558399      0.9185025371287345     
1441.5 0.7853216555981586   63  0.5888566501781874      0.9630901098025888     
1442.0 0.8338731251059102   63  0.22347207547533288     0.8537258548840924     
1442.5 0.8320037999547217   63  0.0924184263984744      0.9425732375338117     
1443.0 0.7647332029421077   63  0.34794301926708376     0.8599064662441184     
1443.5 0.7116652953245743   63  0.1713374954631538      0.6785733398622686     
1444.0 0.6670691216731011   62  0.1443580327155322      0.7191951373916725     
1444.5 0.7323311884432706   62  0.1337257378367117      0.75399287008692       
1445.0 0.6863179763352621   62  0.5946867929681194      0.7490772658664611     
1445.5 0.7440195924630032   61  0.4665580337218348      0.8019045004500808     
1446.0 0.7380685942288896   61  0.38581732265358126     0.8750257822528222     
1446.5 0.7088425362110284   61  0.21988646398813366     0.7559672472400717     
1447.0 0.7630355230969215   61  0.5156458376089265      0.48592870655187365    
1447.5 0.7133975052192653   60  0.5222447769005119      0.8834985176163789     
1448.0 0.731491983272967    59  0.2527687601436589      1.0333130877562837     
1448.5 0.6926114754766409   59  0.2639578399385014      0.8539619668810801     
1449.0 0.8123721567209904   59  0.015219999717426776    0.8544131395608594     
1449.5 0.7459838319066316   58  0.5395793312231896      0.8405109274744844     
1450.0 0.8342300381281165   58  0.19124785566711977     1.068129135308684      
1450.5 0.7900016623260819   58  0.31273529565789576     0.7935117253730682     
1451.0 0.7133567688701142   57  0.39081109320971336     0.7075156751726694     
1451.5 0.6359860186257572   55  0.20802689311191275     0.4188593435590161     
1452.0 0.7217072838985336   55  -0.2891959685988428     0.8050995682369764     
1452.5 0.7440120035051223   55  0.5155900507103952      0.5156196140623016     
1453.0 0.7712913071691622   55  0.29761645542054244     0.5295190058399407     
1453.5 0.720284462050743    55  0.5671156166941287      0.4666064294718463     
1454.0 0.7705097872916704   52  0.644056987593254       0.691183138062943      
1454.5 0.7712404617928261   52  0.6032663096062292      0.8132175324629543     
1455.0 0.7178267485282077   52  0.42318725639787297     0.6688474462438571     
1455.5 0.6639504758559618   52  0.03861483337774039     0.7410352879274782     
1456.0 0.6854309721753573   50  0.21677536883883788     0.8649106197642936     
1456.5 0.6901989727030797   50  0.3974240241511947      0.8318979752545783     
1457.0 0.8182244877888916   50  0.5394977268619083      0.8378528809607574     
1457.5 0.8016889024523899   50  0.6201878070619797      0.9064078600975881     
1458.0 0.7498479300281884   50  0.7402589862993589      0.7556466865349469     
1458.5 0.6894963076564309   49  0.5475720975630491      0.9255750581240982     
1459.0 0.7460924947419458   49  0.47279104461737537     0.960840037372743      
1459.5 0.7443175031104095   48  1.0662375868327807      1.097482594979467      
1460.0 0.7572038852699136   48  0.9647212883679864      0.7622581580313392     
1460.5 0.7948409146830798   48  0.5323403670191553      0.8722137531741339     
1461.0 0.6634763676396702   48  0.12328755440862113     0.6903782267483918     
1461.5 0.6860060310915516   48  0.15750327003992876     1.0336590727669797     
1462.0 0.7174457967289617   48  0.6219420790096752      0.8465183958268823     
1462.5 0.7158322253439795   48  0.3920277560877713      0.8106066158470779     
1463.0 0.7029204798542641   48  0.45545631123847563     0.6076095384373233     
1463.5 0.712717710131576    48  0.2893974146692616      0.7244514176589136     
1464.0 0.7453588118162064   48  0.4192564765946011      0.8524573670931272     
1464.5 0.6760666780036069   47  0.31343211152701667     0.6966774073363049     
1465.0 0.7779378734749363   47  0.40204203624678725     0.8325801269345998     
1465.5 0.7553061877719989   47  0.42935111292953476     0.8210720236726818     
1466.0 0.7056118721509513   47  0.31121617601798257     0.6536138375222538     
1466.5 0.7573184523453378   47  0.7836471725826988      0.9379138955361283     
1467.0 0.6896752824322155   46  0.7805219199141784      1.040542004105851      
1467.5 0.6953762197694389   46  0.9360967985351976      0.3410270077559532     
1468.0 0.7079946968272015   46  0.417399141730592       0.5262771107830435     
1468.5 0.8078171745255173   46  0.491746854570998       0.6558026339719765     
1469.0 0.6832166105977016   46  0.39344515042626765     0.9501292881621468     
1469.5 0.8129604102901116   46  0.6191482376345999      0.38225431779782626    
1470.0 0.6903006924447063   46  0.7531376778855751      0.5264172866124199     
1470.5 0.6568144124829649   46  0.7318655374586377      0.49971869289876336    
1471.0 0.7405868429264897   44  0.2310566012931689      0.7742796548791362     
1471.5 0.7740304857036902   44  0.07559797601091618     0.8966760496172389     
1472.0 0.7516003758470096   44  0.2941281413203546      0.8293144557663534     
1472.5 0.7746722436850106   44  0.41835566493642995     0.8778367925503194     
1473.0 0.782443545562457    44  -0.020048729683831625   0.8175198266014441     
1473.5 0.8224497466102738   44  0.43676375782564536     0.8963812232749        
1474.0 0.6317624368782475   43  0.831331684789199       0.6631178938469486     
1474.5 0.5830974700895771   43  0.10502795931124774     0.7071015790160846     
1475.0 0.7307494906735356   42  0.18286420527624592     0.48757807388543734    
1475.5 0.7681106978275629   42  0.46143744996244473     0.7811196426823388     
1476.0 0.7097236629228381   42  0.49906278490549266     0.8144859419167976     
1476.5 0.7200732097175968   42  0.35317647644762473     0.8702196598724494     
1477.0 0.6792150888578274   42  0.8145541495368944      0.5720327444789151     
1477.5 0.7004625670235771   41  1.255483778322506       0.06410606443031125    
1478.0 0.6788503157857398   41  0.10911363300997017     -0.5080399974311819    
1478.5 0.6707148900622303   40  0.1159922403596791      0.7291031573498764     
1479.0 0.5830659098645276   40  0.24296647827658108     0.29488175085255286    
1479.5 0.6718704486492755   39  0.15398134874165825     0.6718704486492755     
